faiss_position,venue_id,faiss_text
5527,ta_6744596e6f3f,ichikura japanese japanese low
5528,ta_a1494d722b7b,villa beirut lebanese mediterranean medium
5529,ta_392e3b403407,new ajmeer restaurant medium
5530,ta_4ae867b82578,hookah lounge low
5531,ta_006254aa8829,coffee republic bar medium
5532,ta_8f7838267774,curry dishes indian medium
5533,ta_f9387b6eec32,noon o kebab medium
5534,ta_6937c2440853,gloria jean's coffees medium
5535,ta_0afebe7d30c6,rahat al madinah restaurant indian arabic medium
5536,ta_4c268d319068,sand bar medium
5537,ta_e9eee0fbda99,ocean cafe seafood medium
5538,ta_3050742feff1,salt & pepper medium
5539,ta_7d0bd023b8b3,barbecue bites grills medium
5540,ta_708d22e7cd39,al sayad restaurant medium
5541,ta_c7739e2df0af,charade american cafe medium
5542,ta_af5f3ec97341,al farsi restaurant medium
5543,ta_f8cb9f50dc4f,the liquid lounge medium
5544,ta_8245e682f6f5,al boom restaurant medium
5545,ta_fd4a8b4faeb6,abdoun falafel arabic medium
5546,ta_929f04bc2030,duby's cafe italian cafe medium
5547,ta_5dcc8debe65b,chowking dupli fastfood medium
5548,ta_0cfddb0fe00c,twoone caffe italian pizza medium
5549,ta_a80e907a7883,cafe julie medium
5550,ta_619a429df59a,golden city restaurant medium
5551,ta_15d6e78800ac,burgerfuel mirdif city centre medium
5552,ta_20a5ae7d3b02,tiffinwala medium
5553,ta_95e9fd262877,kushi by reif japanese medium
5554,ta_ed1c5b8d9b18,24 karat restaurant italian medium
5555,ta_c304fc1e83bd,dolma house medium
5556,ta_af00573415dd,arazi restaurant medium
5557,ta_7a8d28268df2,surge coffee roasters international turkish medium
5558,ta_0d8e5346b64e,chowking satwa medium
5559,ta_109164090d4b,bookhero italian mexican medium
5560,ta_145491473c05,cee bee medium
5561,ta_3f881a324238,abu jubarah restaurant medium
5562,ta_b63a1dfc1068,m'oishi japanese sweets parlour medium
5563,ta_bdea22dacfa0,moti roti indian healthy low
5564,ta_4f4e6a6335cb,burger house medium
5565,ta_3ead82082141,the village grill medium
5566,ta_7e292eaedf5a,hunter's grills medium
5567,ta_e25541b34349,smallcakes a cupcakery cafe medium
5568,ta_6e912e5c05e3,new madras vegeterian restaurant medium
5569,ta_6e98752111ab,bon & hail cafe european international medium
5570,ta_6bf06c2814bf,wonton house medium
5571,ta_62fd388f4953,mandi plov medium
5572,ta_adfe3c00c027,cocoville cafe medium
5573,ta_39f434dd619e,c. deli medium
5574,ta_96473af82d21,long hill brasserie international high
5575,ta_9fc70e9e3f19,open house restaurant medium
5576,ta_b50fd6b42d7f,afrocon restaurant american african medium
5577,ta_6c3ef7cddf3c,exit restaurant & coffee shop low
5578,ta_7176386246b0,pitchers sports bar bar bar medium
5579,ta_16b67c173c95,bites cafe american medium
5580,ta_fbfb46f81c53,bheemas restaurant medium
5581,ta_fab09e2fbe58,pizza di rocco italian medium
5582,ta_7638a24c552d,villa romana st tropez-dubai italian french medium
5583,ta_ec118e251698,cha cha chai cafe indian cafe medium
5584,ta_c2be5838da00,bravo avocado - deira international healthy medium
5585,ta_3a905779676f,al aqaba restaurant medium
5586,ta_97872d119c8a,debauve & gallais medium
5587,ta_cee48986aae5,la marguerite international medium
5588,ta_3fc262414d7e,sangam medium
5589,ta_6c645b9a46e7,jungle courtyard lebanese mediterranean medium
5590,ta_370a43688300,kiloole restaurant african african medium
5591,ta_47cce820eb9d,basatta street food fastfood mediterranean low
5592,ta_5d02d0398658,mai kolachi indian medium
5593,ta_79070a69546e,cafe rumi - italian restaurant and cafe italian medium
5594,ta_49119756da71,wardat beijing chinese restaurant chinese medium
5595,ta_79656075a060,choco fondue medium
5596,ta_929a9e8f7dca,rock and rolls restaurant american medium
5597,ta_e17e152c9c2b,mr greek greek medium
5598,ta_7566fbd93f7d,wrapchic restaurant mexican indian medium
5599,ta_ffee3a74eddf,la marquise medium
5600,ta_4a33ff71b9bd,al emprator restaurant mediterranean arabic medium
5601,ta_3de4cd95a23a,royale spice restaurant chinese indian medium
5602,ta_07e74fee9804,diplomat restaurant medium
5603,ta_dab733d509a8,tiya maria medium
5604,ta_c5e4ba409b93,ras al khor restaurant medium
5605,ta_4b056d718ca3,swargam medium
5606,ta_56dfd4f1b07b,al dana medium
5607,ta_cdbdf28ed5a3,apple creek restaurant and cafe arabic medium
5608,ta_df0f1d85f220,hot burger restaurant medium
5609,ta_a7752a19f713,beverly cuisine medium
5610,ta_2c8cf4c93fd5,fantasy star restaurant medium
5611,ta_b0379bbfc0e5,the taste initiative cafe medium
5612,ta_ee2764f07fcb,aangan restaurant medium
5613,ta_22f221185b9e,jabal al raha cafeteria medium
5614,ta_b568763f0d24,madison bar medium
5615,ta_1a8b4cd9c855,karakna arabic medium
5616,ta_17ebf5d45cdc,affordabowls - business bay arabic american medium
5617,ta_c91f29198fc5,danny dog grills medium
5618,ta_e934ccf4bac8,lafeef restaurant medium
5619,ta_7121466f67e6,blue o seafood restaurant seafood medium
5620,ta_546297bbae4e,inferno grill medium
5621,ta_93296959483a,acqua lounge international medium
5622,ta_95fdcbdbb6f9,buhayra lounge international high
5623,ta_d47bb40febfd,kcal life medium
5624,ta_f5ea0790942f,sweet corners medium
5625,ta_5bc67667ba7a,mi casa lebanese cafe medium
5626,ta_4bb9ae8cb229,nassau mediterranean medium
5627,ta_11112cdd61bd,bab al madina restaurant medium
5628,ta_3a39c665020c,doha cafeteria medium
5629,ta_c7e95776a38e,pizza al lazeeza cafeteria italian pizza medium
5630,ta_361b60caeeff,mug & hug low
5631,ta_92cfcae512fb,hero's pool bar american bar high
5632,ta_b560f4773777,iv quattro italian french medium
5633,ta_4d927dc6720b,juha's family kitchen medium
5634,ta_9c5b061f9a9f,bakehouse lobby cafe cafe low
5635,ta_6f0d08fac40e,acai and the tribe jlt medium
5636,ta_f558743e2f36,il faro trattoria italian medium
5637,ta_60a2250d144e,tony romas grills medium
5638,ta_6ba663a8d24e,soy & pepper medium
5639,ta_f2df3e4ea85d,the sheesha factory cafe chinese fastfood high
5640,ta_e525d72997ac,lounge wish medium
5641,ta_931a50064d7e,makers of milkshakes arabia cafe healthy low
5642,ta_8ccd3ea0f162,furnil de pierre medium
5643,ta_d23145013c3d,lebanese flower restaurant & cafe medium
5644,ta_874a052d5747,amigovio mexican burritos - al raffa mexican international medium
5645,ta_d50406b2ef77,slider ryder mini burgers - al raffa american international medium
5646,ta_84762495886d,shubh zaika indian arabic medium
5647,ta_f73b19d4c268,al zahara medium
5648,ta_95f41855dc13,creme de la creme medium
5649,ta_9c1d20e6ecfb,mamma mia pizzeria medium
5650,ta_d94bc5018ddb,cafe peloton american cafe medium
5651,ta_879c07c89181,helal al barsha restaurant low
5652,ta_ed9e60b846a7,jalpaan medium
5653,ta_de02cf4f5770,farhat alasli restaurant medium
5654,ta_ec838b209dfd,afghan kabul restaurant arabic medium
5655,ta_a39a414e0d07,sushi corner medium
5656,ta_6aeba0a0bba1,aleph medium
5657,ta_60806f2031a0,kappa cabana indian medium
5658,ta_6f9b3c72a273,sahelnom express fastfood arabic medium
5659,ta_ffd4650a3554,71 sports bar international european medium
5660,ta_9b55d5f8a72e,ard al nashama arabic medium
5661,ta_8ae60ee025b4,crumble cafe international healthy medium
5662,ta_27d924b9af7a,"edo cafe, sweets & gifts medium"
5663,ta_6d5fc065a0c1,safire restaurant indian low
5664,ta_d36bfd6fe79b,kairali restaurant medium
5665,ta_5001acfd7ca6,gallus chicken rotisserie medium
5666,ta_312aa9fa0f1f,akawi oven medium
5667,ta_05faeb56a099,furn beik lebanese mediterranean medium
5668,ta_44a5450dd31d,zahrath al sada medium
5669,ta_9a38e3b3fb69,iburger medium
5670,ta_ba6d620cc5bb,ashk sweet and salties medium
5671,ta_4013e89f2730,sweet pepper restaurant medium
5672,ta_cf373dba2e8f,piazza italia medium
5673,ta_be82b441debc,capri italian pizza medium
5674,ta_dbc6360519bd,soli lounge dubai international arabic high
5675,ta_34a7ac38f072,mawwal restaurant medium
5676,ta_616d52b1699e,koshary el sayd hanfy fastfood mediterranean medium
5677,ta_3c1d59c9b71b,mahe restaurant medium
5678,ta_ffa4c2402271,jaipur medium
5679,ta_8420ddc9b3f0,all stir fry chinese asian medium
5680,ta_a8d6979d1571,itamae restaurant medium
5681,ta_3519e31b8ab4,mumbai haji ali restaurant chinese indian medium
5682,ta_dd9ac606d2ab,dxblends medium
5683,ta_19317f8ad5f3,bab deira chinese indian low
5684,ta_242d421e767f,goan shake medium
5685,ta_b68a20b35273,max's all about chicken (moe) asian asian medium
5686,ta_1d5d1952fedc,volga restaurant medium
5687,ta_74608c799781,bab al salam restaurant medium
5688,ta_ced19c88dc93,burger fusion medium
5689,ta_5b28d3892c2e,majlis lahore restaurant medium
5690,ta_587e3fddf6b1,pinocchio italian restaurant dubai italian medium
5691,ta_569dfba0395e,pizza al taglio italian pizza low
5692,ta_1d179f22eb84,annakut medium
5693,ta_d09d642e6e1a,pizza inn pizza medium
5694,ta_b6a95040c553,loop medium
5695,ta_ff89825caee2,la palma restaurant medium
5696,ta_aa4659aa090d,mister falafil medium
5697,ta_dd3545b5054a,imad nader cafeteria lebanese pizza low
5698,ta_6eac5e8184ed,persian garden medium
5699,ta_ae73055aefe1,al areesh food hall american indian medium
5700,ta_3138d5461f17,churros cafe medium
5701,ta_d13e634cc36e,jus t cafe & restaurant medium
5702,ta_fa4b45b519cb,avocadolicious healthy medium
5703,ta_b7b148e97e8e,lucky panda medium
5704,ta_b4ab31a83f8a,florida restaurant medium
5705,ta_7a105c5a46d2,noodle planet japanese japanese medium
5706,ta_33fdabdbea63,sagar restaurant medium
5707,ta_6841c24e65be,rootz caribbean international medium
5708,ta_1be4a39f4488,alqbabh sea food restaurant arabic medium
5709,ta_5230ad487d72,nordsee express seafood medium
5710,ta_ffc310ca7d23,royal medium
5711,ta_b6a2a8f93990,le petit poucet medium
5712,ta_29d0e2ede1ff,shamsudin mohd ali ibrahimi restaurant medium
5713,ta_4a680105bba1,bodega streetfood asian seafood medium
5714,ta_92a5365d7a1a,reginald&barnes: sandwiches & cafe medium
5715,ta_62747235e000,cafe italia expresa italian pizza medium
5716,ta_2c58c0bcb05e,pizzetta italian pizza medium
5717,ta_08468a96b0f5,camelo medium
5718,ta_0d9441b53481,foodball cafeteria mediterranean arabic medium
5719,ta_798ae4024972,red pepper restaurant medium
5720,ta_3f71b804c534,mawlana turkish turkish medium
5721,ta_3055bd13c92b,the academy restaurant & cafe medium
5722,ta_25c7741134d0,golden fingers restaurant arabic lebanese low
5723,ta_0d7999763a48,bhatkal restaurant medium
5724,ta_70d4c1cc7b9d,mushmaool arabic grill restaurant medium
5725,ta_074adf78d2d3,sohail restaurant medium
5726,ta_cb9399175dfc,new midnight restaurant and cafe medium
5727,ta_840d0d46da7e,bab al yemen mandi medium
5728,ta_227b7657db64,victory games and cafe cafe fastfood medium
5729,ta_f49dd38c90c0,barca brewhouse bar pizza medium
5730,ta_c324be1aa5c8,asiana restaurant medium
5731,ta_c8bb6d8b3674,leilas stand fastfood medium
5732,ta_4c8464e6f9e8,stephane glacier paris medium
5733,ta_7be1cd73d25c,uncledeek american fastfood low
5734,ta_7d672922dbe2,cafe bloom cafe medium
5735,ta_1aa462bdc387,habak al sham restaurant italian lebanese medium
5736,ta_4bfc2d06aa68,yamal al sham al jadeed restaurant chinese medium
5737,ta_d13a210e07e5,mumbai adda cafeteria indian fastfood low
5738,ta_eac2f936d92f,shawermaty gourmet arabic medium
5739,ta_74dc33332a78,mithaas restaurant medium
5740,ta_2959992f430b,bonna annee medium
5741,ta_2328330e4f43,meenatshi chettinadu restaurant medium
5742,ta_2465b1633ec5,fusion cafe medium
5743,ta_549dfb4443e4,zabeel restaurant medium
5744,ta_c01aad851b4c,casablanca restaurant medium
5745,ta_f42170c3c24c,kayal star medium
5746,ta_15cec9dcae97,yummy indian restaurant indian medium
5747,ta_04e6a76f0c41,rai medium
5748,ta_e3c72c5f3382,al awtar medium
5749,ta_eb4a185f02ae,sweet brasil mexican mexican medium
5750,ta_fc3b6370d6f3,maxim's medium
5751,ta_e2f06b13a247,dubai restaurant medium
5752,ta_0e93451365f3,sara medium
5753,ta_1a5ff0036c4f,ard najd mandi chinese american medium
5754,ta_a47e9e267a64,dfc cafeteria low
5755,ta_c80b81e50aa0,bidaya cafe cafe medium
5756,ta_e2e05d54af31,cafe beirut lebanese mediterranean medium
5757,ta_0e6e06af46f0,al alam restaurant medium
5758,ta_3bc51b6039a6,china way restaurant chinese medium
5759,ta_ac66d5d0252c,salaam namaste medium
5760,ta_3725d90159f6,chuno medium
5761,ta_40536d1b9ff4,zam zam suyi medium
5762,ta_8ed9376f94ee,qs cuisine medium
5763,ta_766d3ad543f5,scafe french medium
5764,ta_9fe14d53c106,indiflavors - elegant dining indian medium
5765,ta_fe27336fce7d,zahrat alquds restaurant medium
5766,ta_afd800805406,al ajwah restaurant medium
5767,ta_8e2b22891118,sedap asian street kitchen asian international medium
5768,ta_3c5a4cf3c5c2,ratios coffee cafe medium
5769,ta_ba6c5a1aff72,black cafe cafe low
5770,ta_979cf27310e9,malabar paragon restaurant medium
5771,ta_1cfeb9ee77bd,rutchi restaurant medium
5772,ta_f8d1e11839bf,golden hall medium
5773,ta_cc3f1ce6bd0a,al murjan restaurant medium
5774,ta_ae42e3a3502f,giannino medium
5775,ta_e6acc754afa4,louis international mediterranean medium
5776,ta_48decc39adee,xian chinese resturant chinese medium
5777,ta_cdda29290d30,waffee street american medium
5778,ta_f448db5dd5bb,bombay food corner restaurant chinese indian medium
5779,ta_593a2f1d6c40,d1 restaurant and lounge medium
5780,ta_79cf59409304,riviera medium
5781,ta_fb6e2d27676c,smiling bar-b-q & shabu shabu restaurant japanese medium
5782,ta_f0d34a2aa284,food & drink cafeteria and restaurant arabic medium
5783,ta_d18d49df8e56,shetty lunch home restaurant seafood low
5784,ta_beed069bbdb0,the kebab connection indian international medium
5785,ta_201110845df8,food shack medium
5786,ta_4fa88445ff45,cafe arabicca cafe medium
5787,ta_2d87a071d19d,skyler gourmet bistro medium
5788,ta_753f6fa61cfd,aquarius pool cafe seafood medium
5789,ta_150d2bb8468c,madina islamabad restaurant low
5790,ta_fcac9f821d7d,knights bridge and london medium
5791,ta_1b9e2a77531b,summer palace restaurant medium
5792,ta_eb7b0d271ca6,light house restaurant medium
5793,ta_1fc572601b42,arabian night medium
5794,ta_45705d3bded0,rolando's pizzeria italian pizza medium
5795,ta_457d395c153a,via vita italian pizza medium
5796,ta_fa61be0c46a3,the greenroom european medium
5797,ta_de1341cc9464,berlin cafe restaurant medium
5798,ta_ec2e92f021d6,asia restaurant medium
5799,ta_4cfd2d5f08e7,aryaas gourmet medium
5800,ta_d9f7127824bb,oscar's diner cafe & gelaterie medium
5801,ta_efc1e6bb52e2,luminous espresso industry cafe international low
5802,ta_df89904e1e93,agra taj restaurant medium
5803,ta_5d339c7f3bb2,sofraji medium
5804,ta_cbe130646439,rola wala indian medium
5805,ta_b3f79b86ab3c,crave restaurant medium
5806,ta_378f69acae3b,chili's dubai health care city mexican medium
5807,ta_c4f831a9afae,kebab shiraz restaurant grills international medium
5808,ta_ec85cec71956,sale sucre medium
5809,ta_777387919fca,lavita medium
5810,ta_96b15da72c9b,bin awadh medium
5811,ta_035e067562e5,mumtaz fried chicken medium
5812,ta_626801515518,s. rana cafeteria medium
5813,ta_6ecffc99b541,la fontana ristorante italian medium
5814,ta_62b651b431dd,liwa plaza cafe medium
5815,ta_6d7861ae0a5d,petrossian caviar medium
5816,ta_e71a41dddaaf,kairali medium
5817,ta_ea1c10d12b7e,kabab nation fastfood medium
5818,ta_63db4e233108,biriyani wa kebab indian medium
5819,ta_a568852f4bbb,haida sandwich medium
5820,ta_f44dff619e6d,the spirit pub medium
5821,ta_a6c9844399c8,mood restaurant medium
5822,ta_a364fbf98006,eta star hospitality medium
5823,ta_ef2563cd39c0,al khaleej al arabi pastry mediterranean medium
5824,ta_0c53a74cb5ae,1926 bice international medium
5825,ta_09983ba50952,le rendezvous medium
5826,ta_f1f2692ba398,high mile club medium
5827,ta_a95f7ddd4f3e,pizza bite italian american medium
5828,ta_6c85793b8261,shisu medium
5829,ta_bcae0e1c6001,xo coffee boutique medium
5830,ta_35a69e1c789a,chongqing noodle house medium
5831,ta_58b30f878b91,swagath restaurant medium
5832,ta_91bd1d965028,chopsticks chinese restaurant chinese medium
5833,ta_680fa17a2023,barsalata healthy medium
5834,ta_bc1065d656a6,chennai biriyani medium
5835,ta_393e0f6e1528,segma restaurant medium
5836,ta_f91321cbf06b,one cafe cafe medium
5837,ta_e8485eceddf2,booba american indian medium
5838,ta_e0c6ebccd030,inasal restaurant asian asian medium
5839,ta_dec8b0672c6e,family restaurant medium
5840,ta_209958a32fa3,the viper room italian american medium
5841,ta_01d2c966394c,la patisserie medium
5842,ta_8eaa2ed4a9c5,baisan iranian restaurant medium
5843,ta_14ca8745cc56,ckn the roast italian medium
5844,ta_7ed2bccd5a6b,sahtein medium
5845,ta_ad843a5b4a95,urban palette restaurant italian indian low
5846,ta_2f8dad9a2ccf,pars medium
5847,ta_a899e53b2ab9,infuze bar indian european medium
5848,ta_c31de6be52a2,ghantoot cafeteria indian fastfood medium
5849,ta_f1cb03160c54,silk n spice restaurant indian asian medium
5850,ta_bcd30de6c71e,sports star restaurant & cafeteria medium
5851,ta_f57d9eb70d00,infinity bar medium
5852,ta_478232e4796e,reef medium
5853,ta_5d2d805de817,antalya medium
5854,ta_a12bacd9a0bf,meissen medium
5855,ta_2328f0bbf30b,gazania arabic medium
5856,ta_8912524ed18c,shish kebab restaurant medium
5857,ta_1efaa2860621,mena wa feena restaurant indian streetfood low
5858,ta_fcf8dc3ffa6e,bombay star medium
5859,ta_ff86e95b269f,lido cafe medium
5860,ta_a302dc38b093,argana coffee shop & restaurant medium
5861,ta_fb4dc9c611aa,yin & yang chinese restaurant medium
5862,ta_0c691856496c,city fiesta restaurant medium
5863,ta_889315bb33ad,sensation bar medium
5864,ta_d7c5fa449024,bait al dana high
5865,ta_6e524253d787,qahwaty medium
5866,ta_54ea0c2d9121,brown brick cafe belgian international medium
5867,ta_f3125fd6d67b,al bahr medium
5868,ta_932e5790bbc5,nirala sweets & cafe medium
5869,ta_c9d03b59545a,paris way restaurant chinese indian low
5870,ta_a4876934f293,aghadeer medium
5871,ta_d3e4b420b8b4,izu bakery medium
5872,ta_af7295b83461,hot & spicy restaurant medium
5873,ta_b5f86cf9f6f8,"kobeya restaurant - marina, dubai japanese cafe medium"
5874,ta_bd67bd4abc41,my flower restaurant indian cafe low
5875,ta_8ef5906eae89,wide range medium
5876,ta_4e4d81440c21,clover coffee house japanese cafe low
5877,ta_8e8bb704c9e7,sharjah plaza restaurant medium
5878,ta_7874b70b988c,salamlek cafe medium
5879,ta_34605ca0c5fb,zapie kanka medium
5880,ta_cb6bc759174b,bamboo star restaurant medium
5881,ta_65a960215eb4,dublin arms bar medium
5882,ta_63879b5d293d,ashana restaurant japanese medium
5883,ta_62195746a1f5,fanoos cafeteria medium
5884,ta_7e0e7e6658f5,iza delights restaurant indian european medium
5885,ta_a05accc94caa,momos magic medium
5886,ta_7028101de4a1,baywatch bar medium
5887,ta_6e935c01cd7a,hot n cool medium
5888,ta_314cc47cd5f4,skorpeus international high
5889,ta_138c7e0848e6,caribou coffee cafe medium
5890,ta_9e4b7fa368ff,asian flavors restaurant chinese asian medium
5891,ta_d08f19ead3cb,soi55 restaurant thai medium
5892,ta_fe216df07134,oxygen2drink jbr bar cafe medium
5893,ta_e0c3f62a9208,silver star cafeteria medium
5894,ta_0b6098b16d9b,tang palace dim sum restaurant medium
5895,ta_b8b52a4f577b,pine grill medium
5896,ta_f033e723cafd,arcada restaurant medium
5897,ta_a199a8e12e6a,ultra brasserie emaar square cafe sandwiches low
5898,ta_40a706e45c5b,qasr sabaa for mandy medium
5899,ta_3f03bea24f36,rasa indian medium
5900,ta_ffde28562c07,ahl al mandi medium
5901,ta_b4f21b53494c,le bar a pates arabia medium
5902,ta_478c06fa1658,only parathas & pizza world medium
5903,ta_baf9a1f4bb5a,teeneh ow zeytoneh arabic high
5904,ta_4fb1de1396c0,mooyah medium
5905,ta_645957c4cb5b,najmat al noor cafe medium
5906,ta_7180739f33dc,51 rainbow icecream medium
5907,ta_2ad08afd8388,baithak restaurant medium
5908,ta_9f775bbb0420,adukalla indian medium
5909,ta_bb440acbd8b0,salt marina american medium
5910,ta_a7751952b149,c.u. american international medium
5911,ta_48c3dcb4a02b,cupncakes cafe medium
5912,ta_ef13730a5b64,cultures medium
5913,ta_b6bbe798c222,coochini restaurant & bar arabic arabic high
5914,ta_6e944f26000e,neiveli restaurant medium
5915,ta_944a08812f97,x night club medium
5916,ta_c79c7a9928a8,pan de manila low
5917,ta_f430e51bf7a4,sehraya cafe cafe grills medium
5918,ta_c0d5b5d797be,today restaurant medium
5919,ta_f0c27b90c477,cafe wadi medium
5920,ta_2a3dcf67fea6,hanifia medium
5921,ta_ef61d9e16fbe,al shafaa restaurant medium
5922,ta_514099450e83,titos cafe american indian low
5923,ta_f3f2f6f61e4a,nthree restaurant medium
5924,ta_4350a5448952,al shawerma al turkia turkish medium
5925,ta_90646a40f6fd,sisha lounge cafe medium
5926,ta_6f224fb3fdf3,al warda restaurant medium
5927,ta_88432f1132ce,flafel alrabiah alkhadra cafteria medium
5928,ta_160cd8be326e,khaled hurriyah public kitchen medium
5929,ta_7ad5e10d0ad9,chelsea garden restaurant & cafe indian international medium
5930,ta_22a2359ecbda,qush restaurant & cafe chinese indian medium
5931,ta_4c260e5cc083,tgi thursday medium
5932,ta_e3b11306412c,hopo chinese asian medium
5933,ta_22e72928bb95,mercurries medium
5934,ta_a7695465b771,18 buffet medium
5935,ta_e89a494a62c3,crepes n shakes medium
5936,ta_09d166cf7d50,skinny burgers high
5937,ta_9b4c2e4c25ca,ceasar's restaurant medium
5938,ta_6f43fa636ee2,delicacies house restaurant medium
5939,ta_8ab0594cd4bd,everest restaurant low
5940,ta_76f4fb8f1ba6,top grade cafeteria medium
5941,ta_cc4412c538e4,ginger asian medium
5942,ta_6508ca023ffc,soi55 thai international medium
5943,ta_ffa9f7c9cd50,black iris cafe low
5944,ta_89bb4581e4cf,al kamil restaurant & billiard medium
5945,ta_83f381b5de2d,owl nest cafe cafe low
5946,ta_1d77cc1970a6,al erzal lebanese mediterranean medium
5947,ta_5b4b405fa49b,boulevard cafe medium
5948,ta_e0e4f136042a,al jawal restaurant medium
5949,ta_faff61393b2d,shakescape cafe medium
5950,ta_ca1651e56b4b,smileys pizza profis pizza fastfood medium
5951,ta_a9f99842c61a,pathil restaurant medium
5952,ta_c620395de02a,the indian pavillion restaurant indian medium
5953,ta_5cc263b91eb4,lassihut indian european low
5954,ta_5265e9b8c655,mikel medium
5955,ta_d7c1c9be75fc,the desi circle medium
5956,ta_d7998c7006a6,quarterdeck medium
5957,ta_cdc58a428123,bastakiah cafe medium
5958,ta_60822420176c,gelato italian restaurant italian medium
5959,ta_740c748f6ab6,telepizza pizza medium
5960,ta_88c013058863,alqersh seafood mediterranean arabic medium
5961,ta_ae0042aaec6d,white ambient restaurant medium
5962,ta_ca9a877bdcf6,ramee pizza medium
5963,ta_e098e0f8746d,chalco's medium
5964,ta_047e3e638228,al nawras medium
5965,ta_eea5466cd1ab,calicut restaurant medium
5966,ta_ad1037188030,ihealthy - al sharjah international healthy high
5967,ta_005c8f047a0b,bel jafla pizza pasta pizza fastfood medium
5968,ta_a350b61d1ac1,waxy o'conners bar medium
5969,ta_903dac8f85bc,juicy avenue medium
5970,ta_7458504b3d6c,highway 311 mexican mexican high
5971,ta_1ae8ae558234,propahtea medium
5972,ta_a60f136822aa,fox & hounds medium
5973,ta_157a95f2d336,mister biryani restaurant medium
5974,ta_61a085e3c929,al nafoora restaurant medium
5975,ta_c3c650abc999,efe grill restaurant turkish medium
5976,ta_ed79201503c9,gravity burger american european medium
5977,ta_9ac6a046eaad,seef al bahar restaurant medium
5978,ta_9971b6d96426,the egg cafe medium
5979,ta_dc092bea99a0,ded cafe cafe high
5980,ta_1e4302a96e4b,bur said fish cooking seafood medium
5981,ta_bb9fa77700ce,counter culture cafe jlt medium
5982,ta_0fa6b0a5a7b1,spice hut medium
5983,ta_4df6318a2a6d,bright moon restaurant medium
5984,ta_c2e221294606,fakehat alsham arabic medium
5985,ta_a595dddd9781,pepper king restaurant & cafe indian seafood medium
5986,ta_ef117840182b,al mashrbia restaurant arabic medium
5987,ta_296518438cb1,burger lab restaurant american seafood low
5988,ta_c412a5f09615,magic corn kiosk medium
5989,ta_519b46f78f71,what a chicken american indian low
5990,ta_53e85f85d5dc,ayam zaman lebanese mediterranean medium
5991,ta_b5d05006909f,al madhani restaurant medium
5992,ta_cbec9a72417b,shahbandars cafe medium
5993,ta_0d0aec9e85b1,va bene mediterranean medium
5994,ta_68efd319253f,gulf sea cafeteria medium
5995,ta_4db654310490,heisenberg restaurant american medium
5996,ta_0fe1cb60e44f,saffron diaries restaurant chinese american medium
5997,ta_f24783804ca2,garden grille & bar indian seafood high
5998,ta_fdfe094e5756,waves medium
5999,ta_d778b3eb687c,kushari bites restaurant medium
6000,ta_899372fda4dc,shehar-e karachi low
6001,ta_d292fa138fde,pumpys medium
6002,ta_5a3cd1aa30ec,sandella's medium
6003,ta_a0c337620110,tharavad medium
6004,ta_c648c0e1365d,bollywood cafe medium
6005,ta_65cb9a992a22,al yemen restaurant arabic medium
6006,ta_6cfe937697e5,mcdonalds adnoc maysaloon medium
6007,ta_dbcc09abe5e6,bombay haji ali indian medium
6008,ta_e3959cec9289,babul salam medium
6009,ta_fdfa34d095c7,roots bistro cafe international medium
6010,ta_2e5d0cd6e6d3,the big wok medium
6011,ta_1767de746863,tamr wa teen cafe medium
6012,ta_05bbf7ec1295,al sheraa fisheries seafood medium
6013,ta_1a9bd5499619,sawani ala ahatab restaurant lebanese mediterranean low
6014,ta_35a860a5d461,best mix for sweets from zalatimo medium
6015,ta_63af8ab1749a,chocolate injection cafe medium
6016,ta_3ee53ed904d2,pizza connection medium
6017,ta_a42696b636a3,al ghazal restaurant medium
6018,ta_44bb254b438d,al rasheed cafeteria medium
6019,ta_9b42371960e1,savage garden medium
6020,ta_ac4c0ad44cb6,poyo rico italian mexican medium
6021,ta_110f6ebb05ec,joshi medium
6022,ta_fbe46a4f3f69,foul and falfel al damyati restaurant medium
6023,ta_18095f172bf0,la aristocrat fastfood medium
6024,ta_05a71e208871,lotus one lounge bar & restaurant medium
6025,ta_5980c63d1879,airozina cafe chinese indian medium
6026,ta_788a057ea2c5,fairouza restaurant medium
6027,ta_3633e66fa37c,sushi central medium
6028,ta_2ea8ce8dbdd6,chicken al mumtaz medium
6029,ta_0d6d11a3619d,oj's neighborhood eatery cafe medium
6030,ta_0831d01c0e97,burgertrip medium
6031,ta_b33f67f12660,rose cafe medium
6032,ta_725ba5b5634e,shah jee medium
6033,ta_1c8d2ec0868f,yamo medium
6034,ta_52593305b8a2,segafredo zanetti medium
6035,ta_affd87f1c1b7,soofi restaurant medium
6036,ta_0862a1da6e6a,fast & fine restaurant seafood medium
6037,ta_1d8b3cb1f4bc,al jubail 1441 restaurant indian arabic medium
6038,ta_4ecf2ed653ba,flour pizza pizza medium
6039,ta_9683f83ef706,raviya restaurant medium
6040,ta_ff3798a9683b,dessi cuppa sharjah american indian low
6041,ta_f8a8957e1278,agemono restaurant medium
6042,ta_1f94fc0a7fe0,tamako mexican dining bars medium
6043,ta_c195fa76beba,kababak medium
6044,ta_a87934a983ca,jordana restaurant medium
6045,ta_83bc054e1a0a,samari restaurant & cafe arabic medium
6046,ta_23e0a540135b,bayat al fatayer medium
6047,ta_e0b6dbdca9f9,zeytoni lebanese mediterranean medium
